last_name, first_name,player_id,year,b_k_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,meatball_swing_percent,iz_contact_percent,swing_percent,
Mancini III, Trey,641820,2019,21.1,67.4,20.3,32,38.7,61.3,74,79.7,48.1,
McMahon, Ryan,641857,2019,29.7,74.6,26.6,26.5,47.7,52.3,88.3,73.3,49.6,
Rosario, Amed,642708,2019,18.9,69.8,14.2,36.1,41.2,58.6,73.2,85.1,52,
Adames, Willy,642715,2019,26.2,69.2,18.3,24.7,52.1,47.9,80,81.4,47,
Benintendi, Andrew,643217,2019,22.8,77.3,20.8,29.5,34.9,64.9,86.5,78.7,51.4,
McNeil, Jeff,643446,2019,13.2,84.1,13.8,38,32.2,67.8,93.7,85.7,60.1,
Albies, Ozzie,645277,2019,16.0,80.7,16.3,34.4,36.1,63.4,90,83.6,55.6,
Robles, Victor,645302,2019,22.7,71,14.1,30.1,42.5,54.1,82.6,84.5,49.9,
Devers, Rafael,646240,2019,17.0,75.7,20,37.3,31.6,68.2,86.2,79.8,55,
Jimenez, Eloy,650391,2019,26.6,71.2,22.6,33.8,49,51,76.5,77.4,49.9,
Torres, Gleyber,650402,2019,21.4,75.6,19.9,31.3,45.1,54.9,84.9,80.1,51.8,
Chapman, Matt,656305,2019,21.9,62.3,19.1,22.7,36.4,63.6,76.2,80.9,42,
Hoskins, Rhys,656555,2019,24.5,58.2,16.9,22.1,38.1,61.9,70.4,83.1,39.2,
Schwarber, Kyle,656941,2019,25.6,65.5,21.8,23.9,42.9,56.1,76.2,77.7,43.3,
DeJong, Paul,657557,2019,22.4,69.4,16,28.1,45.7,54.3,79.9,84,48.8,
Moncada, Yoan,660162,2019,27.5,67,20.4,29.1,53.6,46.4,74.5,79.1,47.5,
Acuna Jr., Ronald,660670,2019,26.3,68.6,22.9,24,40.5,59.5,87.3,76.8,45.5,
Fletcher, David,664058,2019,9.8,49,5.5,22.4,19.9,80.1,56.7,94.2,36.3,
Guerrero Jr., Vladimir,665489,2019,17.7,69.1,15.8,28.9,41.2,58.8,85.7,84.2,46.8,
Soto, Juan,665742,2019,20.0,66.7,16,20.3,44.6,55.4,79.9,83.9,40.8,
Reynolds, Bryan,668804,2019,22.2,72.1,15.8,28,48.2,51.8,83.7,84.2,48,
Martinez, Victor,400121,2018,9.6,68.4,9.3,32,23.8,75.9,82.3,90.7,49.2,
Mauer, Joe,408045,2018,15.8,49.7,8.4,19.3,35.1,64.9,56,91.4,35.3,
Choo, Shin-Soo,425783,2018,23.5,61.1,20.8,21.9,41.9,57.2,65.6,78.3,40.9,
Molina, Yadier,425877,2018,13.1,70.6,13.3,35.3,25,75,74,86.4,52.7,
Encarnacion, Edwin,429665,2018,22.8,66.3,19,24.7,43.8,56.2,79,81,44.6,
Jones, Adam,430945,2018,15.2,72.8,13,39.6,41,58.5,78,86.5,55.1,
Kinsler, Ian,435079,2018,12.0,66.3,7.5,24.4,25.4,74.6,79.4,92.2,45.5,
Desmond, Ian,435622,2018,23.6,69.9,20.7,27.2,49.2,50.5,82.3,78.9,48.3,
Cruz Jr., Nelson,443558,2018,20.6,68.7,18,28.3,55.4,44.6,76.6,82,46.5,
Peralta, David,444482,2018,20.2,67.1,17.3,28.5,39.3,60.7,76.8,82.7,48,
Escobar, Alcides,444876,2018,13.9,72.1,14.3,32.5,33.2,63.2,79.4,84.5,52.4,
Jay, Jon,445055,2018,16.2,65.3,11,33,37.2,62.3,72.1,88.2,49.1,
Longoria, Evan,446334,2018,19.7,67.1,15.5,29,32.8,67.2,74.6,84.4,48.6,
Davis, Chris,448801,2018,36.8,62.9,26.7,28.1,51,48.7,71.8,73.3,45.1,
Zobrist, Ben,450314,2018,11.5,60.4,9.6,21.9,27,72.5,71.3,89.8,41.1,
Cabrera, Asdrubal,452678,2018,20.1,71,17.2,29.1,34.8,64.3,84.6,82.7,49.1,
Blackmon, Charlie,453568,2018,19.3,65.9,12.7,29.2,37.4,62.4,66.8,86.6,47.7,
Markakis, Nick,455976,2018,11.3,60.6,7.4,20,23.7,76.3,73.1,92.6,40.4,
Nunez, Eduardo,456488,2018,13.7,72.8,9.2,36.4,27.8,71.9,84,90.5,53.8,
Cain, Lorenzo,456715,2018,15.2,63.9,11.9,21,35.5,64.5,75.7,88.1,42.3,
McCutchen, Andrew,457705,2018,21.3,62.1,18.7,15.9,38.7,61.3,75.7,81.3,39.8,
Upton, Justin,457708,2018,28.7,64.8,25.2,20.9,50.4,49.6,73.3,74.8,42.6,
Votto, Joey,458015,2018,16.2,66.9,16.4,12.9,25.2,74.8,83.8,83.6,39.7,
Gardner, Brett,458731,2018,17.6,52.9,8.5,20.9,25.4,72.5,54.8,91.3,36.3,
Gordon, Alex,460086,2018,21.8,65.6,14.7,28.2,44.1,54.9,76,84.9,46.5,
Kemp, Matt,461314,2018,22.7,72.9,22.9,31.4,44,56,79.2,77.1,50.7,
Santana, Carlos,467793,2018,13.7,64,15.3,20.9,30.1,69.2,75.3,84.4,41.4,
Gonzalez, Carlos,471865,2018,22.4,72.8,20.7,32.2,45.1,54.3,80.1,79.3,50.3,
Alonso, Yonder,475174,2018,21.4,73,17.8,30.5,41.9,58.1,85.4,82.2,50.4,
Smoak, Justin,475253,2018,26.3,61.5,17.3,22.5,44.1,55.5,78.7,82.7,40.3,
Lowrie, Jed,476704,2018,18.8,70.5,15.4,21.4,36.1,63.6,87.5,84.5,45.9,
Brantley Jr., Michael,488726,2018,9.5,65.3,4.8,23.7,28.3,71,70.7,95.2,44.2,
Gurriel, Yuli,493329,2018,11.0,68.6,9.3,34.6,26.5,73.2,75.8,90.7,50.3,
Solarte, Yangervis,500208,2018,14.2,76.3,9.8,37.7,28.8,71.2,83.8,90.2,54.2,
Rojas, Miguel,500743,2018,13.1,65.5,6.6,32.2,33.7,66.3,71.1,92.3,49,
Escobar, Eduardo,500871,2018,20.0,72.4,15.8,35.3,39.1,60.4,80.2,84.1,53,
Martinez, Jose,500874,2018,17.6,63.6,14.4,26,36.3,63.7,74.1,85.6,43.6,
Davis, Khris,501981,2018,26.8,76,25.3,23,61.2,38.8,88.8,74.7,49.3,
Pham, Tommy,502054,2018,24.6,59.8,15.6,19,57.7,41.8,71.5,84.2,39.8,
Martinez, J.D.,502110,2018,22.5,74.6,20.8,29.3,44.6,55.4,88,79.2,50.3,
Goldschmidt, Paul,502671,2018,25.1,62,20.5,26,38.4,61.6,68.8,79.4,42.4,
Gonzalez, Marwin,503556,2018,22.8,61.4,16,29.8,39,58.7,67.4,82.6,44.4,
Altuve, Jose,514888,2018,13.2,67.9,11.7,30.2,29.5,69.9,76,88.2,47.4,
Hernandez, Cesar,514917,2018,21.9,58.6,13.4,17.9,41.8,56.7,65.7,85,38.2,
Segura, Jean,516416,2018,10.9,66.5,6.1,31.9,25.7,73.2,76.5,92,49,
Castro, Starlin,516770,2018,19.2,65,14.2,27.4,42.8,57.2,71.7,85.8,46,
Marte, Starling,516782,2018,18.0,75.7,15.5,34.2,41.9,55.6,84.6,83.4,54.5,
Dietrich, Derek,518618,2018,25.4,70.6,17.6,31.8,41.6,58.1,81.1,82.3,50.5,
Freeman, Freddie,518692,2018,18.7,82.9,18.9,31,37.3,62.7,91.8,81.1,55.6,
Grandal, Yasmani,518735,2018,23.9,57.8,20.2,19.8,47,53,67.1,79.6,38.5,
LeMahieu, DJ,518934,2018,14.1,59.5,6.8,23.2,33.6,66.4,64.7,92.6,41.9,
Moustakas, Mike,519058,2018,16.2,72.5,13.7,34.2,37.2,62.1,83.3,86.3,52.2,
Rizzo, Anthony,519203,2018,12.0,68.1,10.2,29.6,30.6,68.6,73.2,89.3,47.7,
Stanton, Giancarlo,519317,2018,29.9,66.4,23.4,28.6,53.6,46.4,72.8,76.6,44.9,
Galvis, Freddy,520471,2018,22.4,67.9,20,35,37.7,61.9,72.9,79.4,50.3,
Perez, Salvador,521692,2018,19.9,73,12.3,44.2,38.3,61.7,75.4,87.7,57,
Inciarte, Ender,542255,2018,13.0,70,9.8,31,24.8,72,77.5,88.5,50.3,
Ozuna, Marcell,542303,2018,17.5,72.3,15.9,27.8,43.6,56.4,83.5,84,48.5,
Villar, Jonathan,542340,2018,26.8,72.2,24.1,27.7,41.6,55.9,81.9,75,48.9,
Aguilar, Jesus,542583,2018,25.3,59.6,19.4,33.9,42,58,67.5,80.6,45.5,
Crawford, Brandon,543063,2018,20.5,75.8,22.5,29.6,45.7,54.3,88.4,77.5,52.1,
Cron, C.J.,543068,2018,25.9,69.7,21.2,34.8,42.5,57.5,77.6,78.8,50.8,
Hicks, Aaron,543305,2018,19.1,65.1,19.8,18.3,33.3,65,80,79.5,40,
Hosmer, Eric,543333,2018,21.0,70.8,17.9,29.2,48.1,51.9,84.4,81.9,48.5,
Kipnis, Jason,543401,2018,18.6,61.4,13.6,25.8,36.9,62.5,69.2,85.8,43,
Rendon, Anthony,543685,2018,13.7,69.5,9.8,23.8,27.1,72.9,79.4,90.2,47.7,
Semien, Marcus,543760,2018,18.6,64.4,13.7,23.6,38.4,61.3,75.7,86.3,43.8,
Shaw, Travis,543768,2018,18.4,67.1,14.2,25.2,34.3,64.8,79.9,85,44.7,
Springer III, George,543807,2018,19.7,67,19.2,21.7,41,58.7,88.8,80.8,44.3,
Strange-Gordon, Dee,543829,2018,13.6,69.1,7.9,39.6,29.2,68.4,78.7,89.3,55.1,
Gregorius, Didi,544369,2018,12.1,74.6,12.5,33.2,32.2,66.8,76.7,87.3,51.7,
Trout, Mike,545361,2018,20.4,57.8,10.5,18,43.8,56.2,71.1,89.3,37.6,
Herrera, Odubel,546318,2018,20.4,69.2,17.2,38.2,43.3,55.6,73.1,81.3,52.4,
Harper, Bryce,547180,2018,24.3,74.6,24.4,25.2,45.8,52.8,86.6,75,45.7,
Abreu, Jose,547989,2018,19.7,64.9,15.9,34.9,39,61,72.4,84.1,49,
Suarez, Eugenio,553993,2018,23.4,68.2,15.8,21.8,56,44,81.6,84.2,44.7,
Polanco, Gregory,570256,2018,21.9,69.9,16.9,24.5,41,58.4,78.6,82.6,45.3,
Sanchez, Yolmer,570560,2018,20.8,64.7,15,31.3,34.7,64.6,75.3,84,47.9,
Arenado, Nolan,571448,2018,18.1,72.5,18.8,30.2,36.8,63.2,80.5,81.2,49.8,
Barnhart, Tucker,571466,2018,18.4,69.2,13.6,24.6,36.8,61.7,76.7,86.1,45.7,
Gennett, Scooter,571697,2018,19.6,73.9,14.2,36.3,30.5,67.9,82.7,84.9,53.6,
Hamilton, Billy,571740,2018,23.7,68.4,18.8,26.8,36.3,61.9,83,79,48.6,
Haniger, Mitch,571745,2018,21.7,61.2,17,22.5,40.7,59.3,67.7,82.9,41.8,
Piscotty, Stephen,572039,2018,18.8,72.6,15.7,34.2,45.6,54.4,79.9,84.1,53.3,
Seager, Kyle,572122,2018,21.9,68.1,14.4,27.4,40.9,58.9,82.5,85.3,47.2,
Carpenter, Matt,572761,2018,23.3,57.9,14.8,18.6,51.1,48.2,74.9,83.9,37.5,
Dickerson, Corey,572816,2018,15.0,79,18.2,41.8,28.5,71.3,83.2,81.8,59.4,
Dozier, Brian,572821,2018,20.4,57.5,16.9,23.4,34.9,64.2,60.4,82.7,39.8,
Contreras, Willson,575929,2018,22.2,69.2,21,31.2,42.8,57.2,82.8,78.3,49.7,
Castellanos, Nick,592206,2018,22.3,77,18.6,35.5,52.4,47.6,89.7,81.4,55.1,
Healy, Ryon,592387,2018,21.6,62.8,11.9,33.7,47.9,52.1,60,88.1,47.5,
Machado, Manny,592518,2018,14.7,72.5,14,28.6,40,60,85.8,85.7,48.9,
Realmuto, J.T.,592663,2018,19.6,66.8,14.9,26,43,57,74.8,85.1,47.1,
Rosario, Eddie,592696,2018,17.6,77.8,18.6,41.7,30.3,69.1,80.5,80.9,58,
Simmons, Andrelton,592743,2018,7.3,67,10.1,23.7,23.6,75.5,79.4,89.1,45.6,
Yelich, Christian,592885,2018,20.7,65.1,13.8,25.1,44.1,55.6,81.3,85.4,44.3,
Merrifield, Whit,593160,2018,16.1,67.5,14,29.2,29.8,69,75.7,85.7,47.9,
Bogaerts, Xander,593428,2018,17.6,60.6,12,26.6,40.6,59.4,70.8,88,43.2,
Calhoun, Kole,594777,2018,24.1,73.4,20.5,27,48.2,51.5,84.9,79.5,49.2,
Profar, Jurickson,595777,2018,14.8,68.3,14,30.1,28.3,71.7,77.5,85.5,48.6,
Baez, Javier,595879,2018,25.9,77.3,21.8,43.5,49.7,49.5,85.2,78.2,57.9,
Lindor, Francisco,596019,2018,14.4,67.8,11.6,29.8,27.8,72,68.9,87.7,47.1,
Odor, Rougned,596059,2018,23.7,65.3,14.9,33.2,36.9,61,70.4,83.3,48.5,
Story, Trevor,596115,2018,25.6,73.1,15.8,28.5,47.2,52.8,81.9,84.1,50.3,
Kepler, Max,596146,2018,15.7,65.1,9.3,20.9,42.7,57.3,70.1,90.1,42.7,
Bradley Jr., Jackie,598265,2018,25.6,70.1,25.8,23.3,46.1,53.5,80.4,73.5,47.3,
Candelario, Jeimer,600869,2018,25.8,61.3,18.3,25.6,41.7,58.3,66.7,81.7,42.6,
Ahmed, Nick,605113,2018,19.3,71.6,16.1,30,45.8,53.5,82.7,83.4,50.4,
Anderson, Brian,605119,2018,19.3,68.2,18.3,23.4,42.9,56.8,75.5,81.6,46.3,
Bell, Josh,605137,2018,17.8,68.5,18.2,23.1,38.8,61.2,78,81.6,43,
Betts, Mookie,605141,2018,14.8,56.6,10.1,16.1,33.3,66.7,61,89.9,35.6,
Smith, Mallex,605480,2018,18.0,72.8,19.6,26,41.1,57,78.8,79.1,49.6,
Hernandez, Teoscar,606192,2018,31.2,72.1,29.6,28.2,60,40,78.2,70.4,49.5,
Peraza, Jose,606299,2018,11.0,67,6.6,33.3,27.9,70,66.7,91.9,49.9,
Marte, Ketel,606466,2018,13.6,69.1,11.2,23.9,29.1,69.8,76.2,87.9,45.9,
Nimmo, Brandon,607043,2018,26.2,62.4,20.2,16.2,51.1,48.4,80.3,79.4,39.4,
Turner, Trea,607208,2018,17.8,64.8,13.9,23.1,38.3,60.8,73.5,85,44,
Pillar, Kevin,607680,2018,18.1,67.1,12.8,41.7,36.6,63.2,76.7,86.9,54,
Ramirez, Jose,608070,2018,11.5,60.7,10.2,19.8,23.2,76.1,73.7,89.7,38.6,
